Region,Crop,Emotion,Post_Text,Date,Sentiment_Score,Price,Demand_Index,Temperature,Rainfall
Andhra Pradesh,Soybean,Happy,rust,18-04-2025,0,9185.35,107,28.88,7.77
Telangana,Soybean,Optimistic,rust,04-02-2025,1,8204.34,87,34.25,11.37
Punjab,Soybean,Angry,healthy crop,15-04-2025,-1,5462.34,90,22.83,2.17
Gujarat,Millets,Sad,no issue,16-04-2025,0,3356.2,120,37.8,13.19
Maharashtra,Pulses,Neutral,borer,07-01-2025,0,7857.79,135,23.45,19.67
Gujarat,Maize,Fear,no issue,20-02-2025,1,4218.08,91,37.36,2.61
Tamil Nadu,Soybean,Positive,disease,17-01-2025,-1,3498.52,46,26.63,1.8
Telangana,Cotton,Neutral,blight,20-03-2025,0,8884.75,90,31.67,16.57
Tamil Nadu,Soybean,Neutral,wilt,19-03-2025,1,3922.87,79,23.27,2.37
Maharashtra,Pulses,Neutral,healthy crop,22-05-2025,1,7640.75,95,33.8,18.07
Karnataka,Maize,Angry,disease,11-01-2025,0,3949.19,98,29.54,15.34
Maharashtra,Soybean,Angry,no issue,27-05-2025,0,4272.84,112,38.93,11.34
Telangana,Wheat,Optimistic,disease,15-02-2025,0,3944.6,100,38.34,2.22
Punjab,Cotton,Optimistic,wilt,22-01-2025,1,5779.7,123,20.32,17.82
Tamil Nadu,Maize,Optimistic,wilt,19-02-2025,0,6593.96,53,29.79,18.12
Karnataka,Cotton,Sad,wilt,25-04-2025,-1,9805.57,74,35,15.2
Tamil Nadu,Wheat,Optimistic,healthy crop,09-01-2025,1,4210.2,139,20.21,11.47
Telangana,Pulses,Happy,borer,08-04-2025,0,5718.78,84,33.94,6.71
Punjab,Pulses,Fear,aphid,03-02-2025,0,9600.34,120,23.86,5.63
Karnataka,Millets,Negative,aphid,11-05-2025,-1,9166.13,56,36.12,2.14
Karnataka,Maize,Optimistic,disease,09-02-2025,0,7003.36,61,37.27,0.19
Karnataka,Soybean,Negative,infection,30-05-2025,0,7382.88,108,32.62,6.62
Gujarat,Wheat,Negative,pest attack,30-06-2025,0,3971,60,23.71,14.37
Karnataka,Rice,Fear,blight,23-02-2025,-1,3234.11,81,32.51,3.85
Punjab,Cotton,Angry,no issue,30-06-2025,0,4302.45,136,31.84,17.22
Tamil Nadu,Maize,Positive,disease,15-02-2025,1,9971.98,129,31.51,3.79
Karnataka,Wheat,Happy,infection,24-03-2025,-1,8148.46,90,32.71,11.85
Maharashtra,Pulses,Sad,blight,20-04-2025,1,4925.6,90,30.61,13.1
Gujarat,Sugarcane,Sad,infection,17-01-2025,0,3431.34,143,21.21,15.11
Tamil Nadu,Wheat,Angry,pest attack,22-06-2025,1,3835.25,106,33.96,12.11
Karnataka,Sugarcane,Optimistic,borer,02-04-2025,1,8391.44,123,26,9.78
Maharashtra,Cotton,Happy,no issue,13-02-2025,0,3298.9,109,37.6,6.49
Punjab,Pulses,Angry,borer,26-04-2025,1,4316.37,109,28.39,0.49
Andhra Pradesh,Soybean,Fear,infection,13-04-2025,1,5746.85,144,38.11,3.02
Andhra Pradesh,Cotton,Negative,pest attack,11-04-2025,0,6306.02,75,20.43,7.84
Telangana,Sugarcane,Happy,blight,05-05-2025,0,7247.77,105,38.95,3.2
Gujarat,Rice,Optimistic,disease,18-01-2025,0,9670.65,127,25.79,4.7
Tamil Nadu,Cotton,Fear,borer,04-01-2025,1,9924.3,103,32.61,13.68
Tamil Nadu,Wheat,Neutral,healthy crop,14-03-2025,1,5562.35,148,37.28,7.39
Tamil Nadu,Wheat,Positive,borer,05-04-2025,1,6060.9,101,33.77,18.2
Telangana,Millets,Sad,healthy crop,29-03-2025,0,7040.54,74,38.04,19.31
Punjab,Cotton,Happy,blight,06-05-2025,1,7221.2,100,30.22,1.91
Punjab,Maize,Optimistic,disease,16-05-2025,-1,6216.06,133,25.32,8.99
Punjab,Cotton,Sad,infection,04-04-2025,0,8934.41,81,24.47,0.06
Telangana,Millets,Neutral,wilt,23-03-2025,-1,6230.05,108,24,16.21
Andhra Pradesh,Wheat,Sad,pest attack,19-02-2025,0,6664.52,81,35.81,8.46
Punjab,Rice,Sad,wilt,22-02-2025,0,4008.42,133,32.88,8.43
Telangana,Millets,Neutral,borer,10-06-2025,0,5674.14,106,35.17,2.15
Telangana,Millets,Sad,blight,30-06-2025,0,7245.8,125,22.57,19.12
Karnataka,Rice,Optimistic,healthy crop,03-05-2025,0,5581.75,142,27.5,0.51
Tamil Nadu,Soybean,Fear,infection,25-03-2025,0,7291.57,132,25.66,11.31
Maharashtra,Rice,Positive,infection,08-05-2025,-1,3333.57,59,22.05,3.27
Gujarat,Cotton,Negative,aphid,02-04-2025,0,5367.11,146,21.39,8.01
Karnataka,Pulses,Fear,infection,21-05-2025,-1,8497.05,97,23.18,15.26
Punjab,Sugarcane,Happy,blight,15-01-2025,-1,7301.77,46,32.86,13.95
Tamil Nadu,Rice,Positive,blight,01-03-2025,0,9649.76,67,30.01,6.46
Punjab,Pulses,Positive,healthy crop,16-03-2025,0,6445.59,139,28.3,1.36
Andhra Pradesh,Rice,Happy,blight,30-05-2025,0,6440.26,60,31.63,7.36
Punjab,Maize,Fear,blight,08-02-2025,0,6753.61,145,32.46,5.31
Telangana,Pulses,Neutral,blight,05-06-2025,0,4793.95,83,27.85,13.01
Tamil Nadu,Rice,Angry,no issue,16-06-2025,1,7956.93,86,23.7,0.83
Punjab,Wheat,Happy,blight,26-05-2025,0,8149.92,138,33.48,17.73
Punjab,Sugarcane,Optimistic,borer,14-01-2025,0,7534.81,82,24.34,0.48
Karnataka,Cotton,Neutral,aphid,22-02-2025,-1,6253.16,132,26.55,19.68
Maharashtra,Maize,Angry,borer,24-05-2025,0,7177.18,135,37.15,4.97
Maharashtra,Wheat,Positive,pest attack,08-06-2025,0,3350.2,85,38.6,6.07
Tamil Nadu,Maize,Negative,pest attack,05-04-2025,0,4507.16,104,34.84,7.46
Telangana,Pulses,Positive,wilt,09-01-2025,0,9289.65,83,29.14,18.64
Punjab,Cotton,Negative,pest attack,02-05-2025,0,4222.07,142,24.7,17.4
Maharashtra,Sugarcane,Sad,pest attack,29-06-2025,0,6942.61,138,23.07,1.3
Gujarat,Pulses,Positive,pest attack,08-05-2025,1,6220.55,82,39.46,11.54
Karnataka,Wheat,Sad,wilt,03-05-2025,1,4572.35,145,25.44,17.44
Andhra Pradesh,Millets,Positive,pest attack,25-05-2025,1,9034.82,149,29.77,4.63
Punjab,Rice,Sad,aphid,23-01-2025,1,7377.6,120,30.89,7.47
Telangana,Maize,Optimistic,aphid,15-04-2025,-1,4037.38,99,39.67,15.35
Andhra Pradesh,Millets,Fear,aphid,21-04-2025,-1,3454.48,57,26.66,7.17
Tamil Nadu,Millets,Neutral,pest attack,29-03-2025,-1,6272.53,120,22.9,6.83
Gujarat,Maize,Neutral,blight,27-06-2025,0,5774.45,64,39.81,10.88
Maharashtra,Wheat,Positive,wilt,21-05-2025,1,7785.4,89,33.68,15.75
Tamil Nadu,Wheat,Optimistic,aphid,21-05-2025,-1,9353.87,90,24.38,7.02
Tamil Nadu,Wheat,Happy,borer,09-02-2025,1,9119.49,84,34.32,17.86
Maharashtra,Wheat,Angry,infection,19-01-2025,-1,7703.25,136,28.12,16.5
Maharashtra,Wheat,Happy,pest attack,05-01-2025,1,3341.9,83,36.55,13.61
Karnataka,Sugarcane,Angry,disease,19-04-2025,0,9614.12,51,33.96,6
Tamil Nadu,Soybean,Happy,wilt,20-04-2025,-1,7050.89,121,32.3,0.84
Tamil Nadu,Rice,Angry,aphid,31-03-2025,0,3217.28,99,35.06,15.4
Tamil Nadu,Soybean,Angry,pest attack,08-04-2025,-1,3073.21,51,29.5,10.87
Karnataka,Cotton,Negative,borer,08-04-2025,-1,8095.09,100,20.69,6.2
Punjab,Millets,Happy,no issue,16-04-2025,0,3664.68,125,37.25,15.62
Maharashtra,Millets,Negative,healthy crop,16-02-2025,1,6481.69,109,36.03,10.71
Gujarat,Rice,Sad,no issue,31-01-2025,0,7887.52,107,25.87,3.25
Telangana,Soybean,Fear,disease,25-06-2025,0,4083.57,75,29.64,4.98
Tamil Nadu,Maize,Fear,pest attack,19-03-2025,0,4278.74,137,31.67,9.87
Gujarat,Millets,Negative,disease,12-02-2025,1,4222.51,137,31.26,8.76
Telangana,Pulses,Positive,healthy crop,27-06-2025,-1,5369.32,93,29.47,5.58
Maharashtra,Pulses,Negative,disease,23-01-2025,0,4839.43,95,29.49,10.14
Andhra Pradesh,Maize,Negative,pest attack,11-02-2025,-1,3467.28,65,28.92,19.93
Telangana,Sugarcane,Angry,disease,18-06-2025,-1,4115.92,111,20.8,4.05
Telangana,Maize,Fear,pest attack,06-04-2025,0,3419.96,64,30.49,5.32
Maharashtra,Rice,Sad,infection,23-03-2025,-1,9173,67,23.77,9.5
Tamil Nadu,Cotton,Negative,infection,10-04-2025,0,6871.23,59,22.92,2.54
Maharashtra,Maize,Negative,borer,12-05-2025,1,10043.59,81,24.94,15.07
Punjab,Soybean,Happy,wilt,15-04-2025,-1,3231.34,81,35.61,0.55
Gujarat,Soybean,Fear,borer,05-06-2025,0,8854.61,66,29.59,18.99
Maharashtra,Pulses,Neutral,blight,03-06-2025,-1,6449.38,49,28.65,0.62
Karnataka,Wheat,Neutral,pest attack,05-04-2025,1,5097.89,143,36.14,18.34
Telangana,Soybean,Sad,borer,11-05-2025,0,6414.51,138,31.79,11.2
Gujarat,Maize,Angry,aphid,24-01-2025,1,8135.01,128,30.34,12.63
Telangana,Sugarcane,Sad,wilt,02-06-2025,0,6594.63,91,38.14,11.32
Telangana,Sugarcane,Happy,aphid,13-05-2025,-1,7577,116,28.48,13.18
Punjab,Maize,Sad,blight,25-06-2025,0,7801.86,120,26.42,15.96
Maharashtra,Maize,Negative,wilt,13-06-2025,1,4948.82,141,36.61,3.66
Gujarat,Millets,Optimistic,blight,11-04-2025,0,6390.4,122,29.18,6.83
Telangana,Wheat,Sad,disease,07-04-2025,1,8988.58,60,21.33,16.24
Telangana,Millets,Angry,healthy crop,30-05-2025,1,8950.33,113,23.98,1.02
Tamil Nadu,Millets,Negative,borer,22-04-2025,-1,5584.3,63,22.46,15.2
Karnataka,Rice,Negative,wilt,28-01-2025,-1,6685.75,140,21.92,14.86
Tamil Nadu,Cotton,Positive,no issue,16-01-2025,0,3068.99,129,34.39,5.68
Andhra Pradesh,Cotton,Happy,no issue,04-06-2025,0,6994.32,120,27.07,4.73
Karnataka,Soybean,Happy,infection,09-04-2025,1,4645.25,80,21.82,14.81
Telangana,Millets,Negative,disease,05-03-2025,1,9061.87,118,32.19,17.84
Andhra Pradesh,Sugarcane,Negative,pest attack,03-03-2025,0,7698.13,126,36.99,8.92
Andhra Pradesh,Wheat,Negative,rust,24-04-2025,-1,5849.86,89,37.01,15.01
Karnataka,Sugarcane,Happy,borer,22-04-2025,1,8731.9,101,20.41,10.15
Tamil Nadu,Millets,Happy,aphid,06-02-2025,-1,7704,129,33.67,3.37
Tamil Nadu,Cotton,Happy,aphid,01-04-2025,1,5985.47,97,37.97,7.59
Tamil Nadu,Rice,Happy,disease,26-04-2025,0,7991.49,123,26.9,7.62
Tamil Nadu,Pulses,Angry,rust,23-01-2025,0,6061.54,84,27.33,19.94
Tamil Nadu,Maize,Neutral,blight,30-05-2025,-1,7295.24,65,36.92,19.58
Telangana,Rice,Happy,disease,10-02-2025,0,3646.64,56,25.01,10.51
Telangana,Millets,Neutral,wilt,06-02-2025,0,9009.5,73,24.58,6.23
Maharashtra,Wheat,Happy,disease,08-06-2025,0,3365.03,150,37.44,17.34
Gujarat,Maize,Sad,healthy crop,01-05-2025,-1,9315.13,70,20.34,19.23
Maharashtra,Wheat,Negative,disease,10-03-2025,1,8856.77,75,35.58,11.07
Telangana,Maize,Neutral,healthy crop,17-02-2025,1,4821.28,81,35.33,10.26
Karnataka,Rice,Fear,infection,12-02-2025,-1,3207.23,56,24.84,12.18
Telangana,Sugarcane,Angry,blight,27-04-2025,-1,4104.04,71,23.24,12.12
Karnataka,Wheat,Fear,infection,01-01-2025,-1,4804.64,102,33.55,7.9
Maharashtra,Pulses,Angry,healthy crop,01-04-2025,0,8504.69,145,28.1,5.03
Tamil Nadu,Maize,Angry,infection,10-01-2025,0,4448.25,97,36.84,2.31
Tamil Nadu,Pulses,Fear,wilt,06-04-2025,0,3167.13,146,20.32,8.71
Gujarat,Maize,Angry,no issue,05-02-2025,-1,7383.1,71,22.85,18.01
Tamil Nadu,Sugarcane,Angry,rust,30-04-2025,0,7990.23,76,29.27,8.32
Karnataka,Cotton,Neutral,disease,17-03-2025,0,5618.25,99,37.74,17.44
Karnataka,Sugarcane,Optimistic,healthy crop,22-05-2025,0,6339.76,111,21.36,6.63
Telangana,Maize,Positive,disease,07-02-2025,1,8422.68,67,20.49,4.37
Maharashtra,Soybean,Positive,borer,14-04-2025,-1,5115.7,84,32.44,5.7
Karnataka,Wheat,Angry,borer,21-04-2025,0,8345.48,149,30.96,14.98
Maharashtra,Wheat,Neutral,rust,26-03-2025,0,7624.31,142,32.7,2.88
Punjab,Cotton,Negative,no issue,09-04-2025,0,4930.32,55,26.06,19.07
Andhra Pradesh,Pulses,Happy,rust,08-02-2025,1,6202.02,86,20.01,1.32
Punjab,Rice,Sad,borer,17-01-2025,0,4533.66,71,38.5,9.87
Karnataka,Millets,Optimistic,no issue,06-04-2025,1,9245.29,93,31.54,10.96
Punjab,Soybean,Optimistic,healthy crop,09-02-2025,-1,7407.19,115,30.4,5.58
Maharashtra,Cotton,Happy,pest attack,22-04-2025,-1,6218.14,105,26.01,19.46
Tamil Nadu,Rice,Sad,wilt,28-01-2025,1,8979.49,160,24.38,19.12
Tamil Nadu,Maize,Negative,healthy crop,10-05-2025,0,5540.95,103,31.33,5.98
Andhra Pradesh,Maize,Angry,disease,22-03-2025,-1,9371.49,91,36.3,3.08
Tamil Nadu,Rice,Optimistic,aphid,31-01-2025,-1,4958.75,102,38.56,7.93
Andhra Pradesh,Pulses,Fear,blight,15-03-2025,-1,4441.75,83,23.18,6.54
Tamil Nadu,Wheat,Negative,disease,22-01-2025,1,8675.06,129,28.57,17.93
Punjab,Maize,Positive,pest attack,01-05-2025,-1,4116.31,86,33.57,18.36
Gujarat,Soybean,Negative,pest attack,12-02-2025,0,9250.16,54,39.93,1.65
Karnataka,Rice,Happy,infection,11-04-2025,-1,8571.26,74,31.87,12.31
Maharashtra,Wheat,Sad,infection,17-01-2025,0,6236.36,70,32.87,14
Karnataka,Millets,Happy,wilt,09-01-2025,-1,5586.02,60,33.9,16.21
Telangana,Sugarcane,Sad,rust,18-04-2025,0,8648.76,89,33.33,4.21
Tamil Nadu,Maize,Neutral,pest attack,21-01-2025,-1,3136.21,58,22.15,8.98
Andhra Pradesh,Wheat,Sad,aphid,26-06-2025,1,5387.5,121,28.71,2.45
Gujarat,Sugarcane,Happy,borer,17-06-2025,-1,3105.55,64,26.9,0.98
Punjab,Sugarcane,Fear,infection,08-05-2025,0,6244.53,150,34.18,6.47
Andhra Pradesh,Soybean,Fear,aphid,26-05-2025,1,9213.73,160,23.28,5.01
Karnataka,Millets,Optimistic,infection,11-01-2025,0,9189.53,127,29.91,5.56
Andhra Pradesh,Maize,Fear,pest attack,03-01-2025,0,7420.77,128,27.46,0.05
Tamil Nadu,Cotton,Happy,infection,27-03-2025,0,7762.49,145,30.1,10.62
Maharashtra,Cotton,Fear,pest attack,27-04-2025,0,9749,87,30.78,15.12
Karnataka,Sugarcane,Optimistic,pest attack,15-04-2025,0,7125.24,58,29.49,17.56
Tamil Nadu,Cotton,Optimistic,no issue,27-02-2025,1,6304.96,143,37.04,16.33
Gujarat,Sugarcane,Fear,wilt,02-01-2025,0,6715.2,107,24.78,0.05
Karnataka,Wheat,Sad,healthy crop,20-05-2025,0,9579.42,143,35.89,12.8
Telangana,Rice,Angry,no issue,24-02-2025,1,6949.1,159,22.32,4.7
Tamil Nadu,Soybean,Neutral,healthy crop,17-06-2025,0,4401.8,60,26.58,4.91
Tamil Nadu,Rice,Negative,infection,08-03-2025,-1,4024.7,72,28.31,18.12
Andhra Pradesh,Maize,Optimistic,disease,15-03-2025,0,5166.45,120,32.78,1.52
Andhra Pradesh,Wheat,Positive,blight,17-01-2025,1,8709.54,94,39.3,2.27
Tamil Nadu,Soybean,Negative,healthy crop,17-05-2025,-1,6132.66,125,32.29,15.71
Telangana,Wheat,Optimistic,infection,10-04-2025,0,8646.21,82,34.51,18.22
Maharashtra,Wheat,Negative,infection,07-02-2025,-1,5190.29,128,30.7,9.57
Punjab,Soybean,Positive,aphid,10-04-2025,0,8548.66,115,35.52,8.05
Andhra Pradesh,Cotton,Angry,no issue,28-06-2025,-1,3169.7,69,36.69,18.68
Punjab,Millets,Angry,rust,24-03-2025,0,7497.69,55,20.73,3.76
Maharashtra,Soybean,Positive,aphid,16-06-2025,1,5621.03,60,39.39,17.24
Karnataka,Maize,Negative,no issue,14-05-2025,0,6929.89,67,29.47,11.07
Maharashtra,Soybean,Negative,no issue,09-01-2025,0,8503.02,81,26.24,16.44
Telangana,Rice,Negative,pest attack,18-03-2025,1,7953.45,149,25.17,7.59
Andhra Pradesh,Sugarcane,Optimistic,rust,20-01-2025,1,9998.66,123,26.17,6
Karnataka,Rice,Sad,aphid,17-02-2025,-1,7708.7,107,32.06,17.03
Telangana,Wheat,Negative,wilt,27-03-2025,0,5228.18,123,24.25,16.01
Andhra Pradesh,Rice,Sad,wilt,21-05-2025,-1,8001.29,50,36.23,10.98
Maharashtra,Sugarcane,Sad,disease,14-04-2025,1,8374.26,113,21.86,6.67
Gujarat,Rice,Neutral,disease,25-01-2025,1,9860.55,73,37.83,0.85
Punjab,Soybean,Fear,healthy crop,28-01-2025,0,4849.98,121,37.9,4.95
Telangana,Maize,Neutral,no issue,29-06-2025,1,9293.01,62,29.41,14.57
Andhra Pradesh,Maize,Happy,rust,02-01-2025,0,7769.88,123,35.89,15.53
Andhra Pradesh,Millets,Happy,pest attack,21-04-2025,0,4477.05,74,36.5,5.85
Andhra Pradesh,Pulses,Fear,no issue,15-03-2025,-1,4662.24,55,34.14,5.1
Maharashtra,Millets,Positive,disease,14-04-2025,1,7384.52,148,22.56,3.69
Gujarat,Wheat,Happy,infection,11-01-2025,-1,4465.99,45,34.63,13.68
Andhra Pradesh,Cotton,Sad,disease,28-05-2025,1,3161.76,74,36.6,0.28
Karnataka,Soybean,Happy,borer,06-02-2025,1,4258.51,75,37.38,6.5
Tamil Nadu,Pulses,Sad,borer,19-06-2025,1,4637.85,86,27.78,3.76
Gujarat,Cotton,Angry,borer,12-03-2025,-1,5911.73,95,29.27,1.23
Punjab,Rice,Angry,healthy crop,16-03-2025,0,4426.88,86,22.81,5.59
Tamil Nadu,Rice,Angry,healthy crop,17-01-2025,-1,6935.82,122,24.49,4.02
Punjab,Sugarcane,Angry,rust,11-03-2025,0,4123.21,67,20.34,4.69
Tamil Nadu,Pulses,Happy,healthy crop,11-05-2025,-1,7364.28,74,34.42,10.44
Gujarat,Wheat,Sad,healthy crop,21-03-2025,1,8328.88,132,39.14,2.14
Telangana,Sugarcane,Happy,healthy crop,07-06-2025,0,7020.9,73,32.55,19.55
Karnataka,Maize,Positive,aphid,26-06-2025,0,8387.81,93,20.03,3.87
Karnataka,Sugarcane,Fear,wilt,28-06-2025,0,8632.15,130,28.04,16.84
Maharashtra,Soybean,Negative,rust,01-05-2025,0,7372.33,91,20.92,6.72
Tamil Nadu,Cotton,Optimistic,borer,28-02-2025,0,6015.76,138,21.53,11.3
Andhra Pradesh,Cotton,Fear,pest attack,22-02-2025,0,6269.58,144,21.45,13.62
Maharashtra,Millets,Neutral,blight,24-02-2025,1,4648.66,92,20.23,11.75
Karnataka,Sugarcane,Angry,blight,24-01-2025,0,5385.7,65,21.87,5.01
Maharashtra,Cotton,Positive,borer,26-06-2025,1,5072.98,156,33.92,0.13
Punjab,Millets,Happy,rust,26-03-2025,1,3901.39,89,38.5,5.55
Tamil Nadu,Soybean,Optimistic,borer,23-05-2025,-1,7766.19,52,39.61,11.43
Gujarat,Sugarcane,Happy,infection,10-02-2025,1,4748.58,82,23.92,4.18
Andhra Pradesh,Sugarcane,Angry,pest attack,19-06-2025,-1,5922.54,44,22.36,18.24
Andhra Pradesh,Soybean,Sad,rust,09-02-2025,1,8082.14,80,29.47,0.15
Telangana,Rice,Neutral,rust,28-01-2025,0,3593.79,59,23.07,2.17
Andhra Pradesh,Maize,Sad,healthy crop,23-05-2025,1,9392.97,135,37.98,18.34
Telangana,Millets,Neutral,no issue,17-05-2025,1,7766.73,117,28.5,12.22
Punjab,Millets,Sad,aphid,08-03-2025,1,7529.21,158,36.71,3.93
Telangana,Pulses,Angry,disease,29-05-2025,1,4046.34,66,24.59,14.01
Punjab,Wheat,Angry,rust,16-06-2025,0,7064.64,67,21.06,3.6
Andhra Pradesh,Maize,Happy,pest attack,11-05-2025,-1,8799.39,49,24.83,11.05
Telangana,Wheat,Sad,wilt,27-03-2025,0,6842.35,55,28.55,17
Andhra Pradesh,Maize,Happy,disease,13-05-2025,-1,3846.29,94,34.42,10.93
Gujarat,Soybean,Angry,infection,24-06-2025,0,4934.18,53,20.66,0.23
Karnataka,Rice,Positive,disease,24-03-2025,0,4154.47,131,31.72,1.65
Andhra Pradesh,Millets,Negative,borer,18-05-2025,1,7644.28,140,34.97,12.1
Gujarat,Maize,Optimistic,aphid,08-04-2025,0,7705.25,114,32.91,15.05
Telangana,Maize,Negative,healthy crop,07-02-2025,1,7417.72,121,25.74,10.44
Punjab,Wheat,Neutral,infection,15-03-2025,-1,6252.25,80,27.59,0.81
Tamil Nadu,Millets,Positive,pest attack,03-06-2025,1,3574.38,91,27.56,12.73
Karnataka,Soybean,Sad,healthy crop,08-02-2025,1,6048.88,90,28.26,15.95
Maharashtra,Cotton,Optimistic,aphid,19-06-2025,0,3342.99,71,35.7,7.51
Karnataka,Rice,Angry,pest attack,15-04-2025,0,4455.42,128,31.17,12.36
Punjab,Rice,Neutral,infection,17-01-2025,1,3685.38,75,37.31,5.06
Maharashtra,Wheat,Positive,wilt,10-06-2025,-1,7840.56,122,23.55,18.97
Tamil Nadu,Cotton,Happy,rust,18-02-2025,0,6698.25,84,24.84,13.46
Andhra Pradesh,Pulses,Sad,infection,14-05-2025,0,6999.94,143,26.15,5.95
Karnataka,Cotton,Fear,infection,05-04-2025,-1,7786.74,95,24.28,6.19
Punjab,Sugarcane,Negative,borer,11-01-2025,0,8754.26,130,27.8,7.09
Punjab,Soybean,Sad,pest attack,17-02-2025,-1,5677.14,126,27.38,10.87
Andhra Pradesh,Sugarcane,Happy,pest attack,21-06-2025,-1,3416.79,92,35.84,17.26
Maharashtra,Rice,Happy,disease,05-04-2025,-1,4450.62,106,23.57,19.65
Telangana,Maize,Angry,no issue,28-06-2025,1,3668.36,64,25.79,12.78
Punjab,Sugarcane,Happy,blight,25-02-2025,0,4462.56,95,23.89,10.52
Maharashtra,Soybean,Negative,rust,26-02-2025,1,8908.12,71,21.89,12
Maharashtra,Millets,Negative,healthy crop,13-01-2025,0,7245.2,125,21.83,13.58
Tamil Nadu,Cotton,Neutral,rust,14-06-2025,0,5261.14,102,37.1,14.47
Karnataka,Millets,Optimistic,rust,25-01-2025,0,6231.99,102,35.58,14.41
Maharashtra,Rice,Positive,infection,23-02-2025,0,8742.44,53,31.72,6.69
Tamil Nadu,Wheat,Neutral,no issue,15-05-2025,-1,9321.41,88,26.68,12.74
Tamil Nadu,Sugarcane,Sad,no issue,31-01-2025,0,9722.58,50,37.65,13.6
Tamil Nadu,Soybean,Optimistic,infection,15-01-2025,-1,3313.03,55,37.42,12.79
Maharashtra,Sugarcane,Negative,healthy crop,16-03-2025,0,4580.91,111,26.86,0.53
Andhra Pradesh,Pulses,Happy,infection,10-02-2025,0,9591.2,114,22.96,4.8
Telangana,Soybean,Optimistic,rust,20-01-2025,-1,3358.82,129,34.92,14.61
Andhra Pradesh,Pulses,Positive,aphid,11-06-2025,-1,2890.37,70,29.85,7.91
Tamil Nadu,Rice,Negative,disease,02-02-2025,1,6254.92,65,38.88,17.5
Karnataka,Cotton,Optimistic,rust,12-04-2025,0,9191.78,147,20.55,3.08
Tamil Nadu,Wheat,Optimistic,blight,26-01-2025,-1,9415.99,72,37.95,7.12
Punjab,Pulses,Neutral,rust,27-05-2025,1,3986.69,122,28.49,11.23
Andhra Pradesh,Cotton,Sad,wilt,11-01-2025,-1,3650,110,20.1,10.56
Tamil Nadu,Cotton,Optimistic,wilt,02-03-2025,0,6338.21,120,34.73,10.57
Tamil Nadu,Rice,Happy,blight,15-06-2025,1,5864.89,66,22.05,7.41
Gujarat,Rice,Positive,healthy crop,05-04-2025,-1,9736.16,48,36.07,5.72
Andhra Pradesh,Rice,Angry,wilt,30-05-2025,-1,8470.7,116,34.12,12.48
Gujarat,Pulses,Fear,wilt,22-05-2025,-1,7240.35,135,34.6,13.57
Punjab,Millets,Negative,healthy crop,17-03-2025,0,4016.27,124,27.68,19.04
Andhra Pradesh,Maize,Optimistic,no issue,27-01-2025,-1,4806.39,79,31.39,15.85
Punjab,Cotton,Neutral,blight,28-01-2025,0,4294.68,78,25.89,2.83
Tamil Nadu,Pulses,Positive,rust,09-06-2025,-1,7599.74,100,23.1,12.8
Tamil Nadu,Pulses,Positive,borer,14-02-2025,0,8244.94,142,24.56,12.13
Telangana,Soybean,Happy,healthy crop,05-02-2025,1,7813.04,62,36.72,19.62
Punjab,Rice,Optimistic,rust,19-06-2025,1,3953.13,148,31.33,8.68
Karnataka,Maize,Fear,no issue,02-04-2025,0,6811.5,134,25.32,15.67
Tamil Nadu,Pulses,Optimistic,rust,11-06-2025,0,3509.63,51,31.24,16.17
Karnataka,Maize,Happy,healthy crop,22-03-2025,0,7000.55,146,22.4,16.87
Punjab,Sugarcane,Fear,healthy crop,08-02-2025,0,4684.21,89,37,5.44
Karnataka,Rice,Neutral,borer,27-02-2025,0,3006.85,115,28.68,7.81
Tamil Nadu,Wheat,Positive,disease,10-04-2025,-1,6412.28,125,23.87,12.24
Punjab,Rice,Positive,disease,07-04-2025,1,6917.1,95,21.6,12.6
Karnataka,Soybean,Positive,borer,15-04-2025,0,8415.58,116,23.92,11.65
Tamil Nadu,Pulses,Neutral,pest attack,05-04-2025,-1,4387.62,42,37.91,8.81
Maharashtra,Sugarcane,Fear,infection,15-01-2025,0,8000.21,67,34.52,15.26
Tamil Nadu,Maize,Neutral,aphid,05-01-2025,0,6888.25,112,34.5,16.52
Tamil Nadu,Rice,Neutral,no issue,29-06-2025,1,9640.75,159,25.27,7.95
Maharashtra,Sugarcane,Negative,blight,20-02-2025,1,4565.09,76,39.08,6.28
Gujarat,Maize,Happy,aphid,13-04-2025,1,3969.93,70,29.29,4.1
Andhra Pradesh,Wheat,Negative,no issue,11-02-2025,-1,2880.73,136,28.44,16.5
Gujarat,Soybean,Neutral,borer,07-05-2025,0,6822.79,98,22.43,4.37
Karnataka,Sugarcane,Sad,wilt,01-06-2025,0,3344.29,124,26.46,2.82
Tamil Nadu,Sugarcane,Positive,disease,21-04-2025,-1,4628.76,70,29.03,13.64
Punjab,Wheat,Fear,borer,17-05-2025,-1,3629.62,99,34.82,9.99
Maharashtra,Maize,Neutral,disease,04-01-2025,1,9065.52,122,37.89,11.78
Punjab,Maize,Negative,blight,08-03-2025,-1,6341.24,61,31.45,6.8
Punjab,Millets,Angry,blight,20-04-2025,0,9066.08,119,24.86,2.3
Maharashtra,Maize,Optimistic,rust,08-01-2025,-1,5154.81,97,39.2,0.46
Punjab,Pulses,Fear,disease,27-04-2025,-1,6236.03,103,24.72,8.1
Punjab,Maize,Positive,aphid,01-01-2025,-1,5504.09,124,36.81,3.61
